"Select(selcol)
勾選","Return ID(breturnflag)
退貨單號","Business type(cbustype)
業務類型","Sales type(cstname)
銷售類型","Delivery Note No(cdlcode)
送貨單號","Shipment date(ddate)
送貨日期","Currency(cexch_name)
幣別","Exchange rate(iexchrate)
匯率","Customer name(ccusname)
客戶全名","Ship-to Address(cshipaddress)
收貨地址","Contact tel(ccusphone)
公司電話","Contact(ccusperson)
聯繫人（訂購人）","Sales department(cdepname)
銷售部門","Clerk(cpersonname)
業務員","Payment Terms(cpayname)
支付方式","Prepared by(cmaker)
建單人","Approved by(cverifier)
審核人","Table body order No(bodysocode)
銷售訂單號","Warehouse(cwhname)
倉庫名稱","Inventory Code(cinvcode)
存貨編號","Stock Code(cinvaddcode)
 產品附加編碼","Inventory name(cinvname)
存貨名稱","Specification(cinvstd)
存貨規格","Qty(iquantity)
送貨數量","Quotation(iquotedprice)
標準單價","Unit Price Incl Tax(itaxunitprice)
含稅單價","Unit Price Excl Tax(iunitprice)
未稅單價","Amount tax exclusive(imoney)
 未稅總金額","Tax(itax)
稅金","Total Amt(isum)
 含稅總金額","Tax rate (%)(bodytaxrate)
稅率","Discount rate (%)(kl)
折扣率（%）
","Discount rate 2 (%)(kl2)
折扣百分比","Discount amount(idiscount)
折扣金額","Memo(cmemo)
從大發分公司ERP 系統下載的訂單","DefineItem1(cdefine1)
收件人+手機號
（目前用友系統，key 單時, 沒有獨立的收件人手機號欄位。","Voucher headUser-defined item2(cdefine2)
客戶編號（自定義欄位2）","Voucher headUser-defined item3(cdefine3)
是否開立發票 （自定義欄位3）","Voucher headUser-defined item4(cdefine4)
自定義欄位4","Voucher headUser-defined item9(cdefine9)
識別號（用於區分這個訂單是由哪個業務單位負責）","So Hoa Don(cdefine13)
客戶發票名稱","Export Times(ioutgolden)
 出貨次數","Qty not issued(WCSL)
未出庫數量","Un-billed Quantity(WKSL)
 未開票數量","Un-billed Amount(WKJE)
未開票金額","Un-Received Amount(WSKYB)
未收款金額","Un-Received Amount In Local Currency(WSKBB)
未收款金額（本幣）","Customer's Privilege Code Of Classfiction(caccode)
客戶優惠分類代碼","Customer's Privilege Of Classfiction(cacname)
客戶優惠分類名稱"
,No,General sales,中秋節/Trung Thu,0000181270,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,738 SU VAN HANH P12 Q10,02838634833-35,NH?N,CH Tone,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157891,Tp L? H?p Trung Thu,3502174,M820,L? H?p Lava Tr?ng mu?i 820,8 h?p/ th?ng,8,324000,324000,300000,2400000,192000,2592000,8,100,100,0,??n h?ng t? CNDP,NH?N,3700341674-001,C? Ho? ??n,2025/7/24,TONE 014,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,0,0,8,2592000,2592000,2592000,,
,No,General sales,中秋節/Trung Thu,0000181270,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,738 SU VAN HANH P12 Q10,02838634833-35,NH?N,CH Tone,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157891,Tp L? H?p Trung Thu,0506010,M990,L? H?p Cung ??nh 990,4 h?p/th?ng,3,1340400,1340400,1241111.11,3723333.33,297866.67,4021200,8,100,100,0,??n h?ng t? CNDP,NH?N,3700341674-001,C? Ho? ??n,2025/7/24,TONE 014,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,0,0,3,4021200,4021200,4021200,,
,No,General sales,中秋節/Trung Thu,0000181271,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam.,05113565589,C.D??NG,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157892,Tp L? H?p Trung Thu,3502025,M802,L? H?p Ho?ng Kim 802,2 h?p/ th?ng,16,671400,671400,621666.6669,9946666.67,795733.33,10742400,8,100,100,0,??n h?ng t? CNDN,C.D??NG,3700341674-002,C? Ho? ??n,2025/7/24,DN 03,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,16,10742400,10742400,10742400,,
,No,General sales,中秋節/Trung Thu,0000181271,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam.,05113565589,C.D??NG,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157892,Tp L? H?p Trung Thu,3502077,M700,L? H?p L?c Thu 700,6 h?p/th?ng,12,495600,495600,458888.8892,5506666.67,440533.33,5947200,8,100,100,0,??n h?ng t? CNDN,C.D??NG,3700341674-002,C? Ho? ??n,2025/7/24,DN 03,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,12,5947200,5947200,5947200,,
,No,General sales,中秋節/Trung Thu,0000181271,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam.,05113565589,C.D??NG,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157892,Tp L? H?p Trung Thu,3502152,M701,L? H?p Tr?ng R?m 701,4 h?p/th?ng,1,480600,480600,445000,445000,35600,480600,8,100,100,0,??n h?ng t? CNDN,C.D??NG,3700341674-002,C? Ho? ??n,2025/7/24,DN 03,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,1,480600,480600,480600,,
,No,General sales,中秋節/Trung Thu,0000181271,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam.,05113565589,C.D??NG,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157892,Tp L? H?p Trung Thu,3502182,M803,L? H?p Ho?ng Kim 803,2 h?p/ th?ng,1,879600,879600,814444.44,814444.44,65155.56,879600,8,100,100,0,??n h?ng t? CNDN,C.D??NG,3700341674-002,C? Ho? ??n,2025/7/24,DN 03,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,1,879600,879600,879600,,
,No,General sales,中秋節/Trung Thu,0000181271,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam.,05113565589,C.D??NG,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157892,Tp L? H?p Trung Thu,3502183,M804,L? h?p Ho?ng Kim 804  - NEW,2 h?p/ th?ng,1,852000,852000,788888.89,788888.89,63111.11,852000,8,100,100,0,??n h?ng t? CNDN,C.D??NG,3700341674-002,C? Ho? ??n,2025/7/24,DN 03,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,1,852000,852000,852000,,
,No,General sales,中秋節/Trung Thu,0000181271,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam.,05113565589,C.D??NG,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157892,Tp L? H?p Trung Thu,3502184,M604,L? H?p Cao C?p 604,6 h?p/th?ng,1,311400,311400,288333.33,288333.33,23066.67,311400,8,100,100,0,??n h?ng t? CNDN,C.D??NG,3700341674-002,C? Ho? ??n,2025/7/24,DN 03,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,1,311400,311400,311400,,
,No,General sales,中秋節/Trung Thu,0000181271,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam.,05113565589,C.D??NG,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157892,Tp L? H?p Trung Thu,3502019,M601,L? H?p Cao C?p 601,6 h?p/th?ng,1,419400,419400,388333.33,388333.33,31066.67,419400,8,100,100,0,??n h?ng t? CNDN,C.D??NG,3700341674-002,C? Ho? ??n,2025/7/24,DN 03,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,1,419400,419400,419400,,
,No,General sales,中秋節/Trung Thu,0000181271,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam.,05113565589,C.D??NG,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157892,Tp L? H?p Trung Thu,3502020,M602,L? H?p Cao C?p 602,6 h?p/th?ng,18,403800,403800,373888.8889,6730000,538400,7268400,8,100,100,0,??n h?ng t? CNDN,C.D??NG,3700341674-002,C? Ho? ??n,2025/7/24,DN 03,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,18,7268400,7268400,7268400,,
,No,General sales,中秋節/Trung Thu,0000181271,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam.,05113565589,C.D??NG,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157892,Tp L? H?p Trung Thu,3502021,M603,L? H?p Cao C?p 603,6 h?p/th?ng,1,391200,391200,362222.22,362222.22,28977.78,391200,8,100,100,0,??n h?ng t? CNDN,C.D??NG,3700341674-002,C? Ho? ??n,2025/7/24,DN 03,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,1,391200,391200,391200,,
,No,General sales,中秋節/Trung Thu,0000181271,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam.,05113565589,C.D??NG,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157892,Tp L? H?p Trung Thu,3502024,M801,L? H?p Ho?ng Kim 801,4 h?p/th?ng,1,719400,719400,666111.11,666111.11,53288.89,719400,8,100,100,0,??n h?ng t? CNDN,C.D??NG,3700341674-002,C? Ho? ??n,2025/7/24,DN 03,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,1,719400,719400,719400,,
,No,General sales,中秋節/Trung Thu,0000181272,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam.,05113565589,NH?N,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157894,Tp L? H?p Trung Thu,0506010,M990,L? H?p Cung ??nh 990,4 h?p/th?ng,1,1340400,1340400,1241111.11,1241111.11,99288.89,1340400,8,100,100,0,??n h?ng t? CNDN,NH?N,3700341674-002,C? Ho? ??n,2025/7/24,DN 04,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,1,1340400,1340400,1340400,,
,No,General sales,中秋節/Trung Thu,0000181272,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam.,05113565589,NH?N,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157894,Tp L? H?p Trung Thu,3502026,M810,L? H?p Ho?ng Kim 810,8 h?p/th?ng,1,324000,324000,300000,300000,24000,324000,8,100,100,0,??n h?ng t? CNDN,NH?N,3700341674-002,C? Ho? ??n,2025/7/24,DN 04,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,1,324000,324000,324000,,
,No,General sales,中秋節/Trung Thu,0000181272,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam.,05113565589,NH?N,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157894,Tp L? H?p Trung Thu,3502029,M901,L? H?p Ho?ng Tri?u 901,2 h?p/th?ng,1,951000,951000,880555.56,880555.56,70444.44,951000,8,100,100,0,??n h?ng t? CNDN,NH?N,3700341674-002,C? Ho? ??n,2025/7/24,DN 04,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,1,951000,951000,951000,,
,No,General sales,中秋節/Trung Thu,0000181272,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam.,05113565589,NH?N,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157894,Tp L? H?p Trung Thu,3502030,M902,L? H?p Ho?ng Tri?u 902,2 h?p/th?ng,1,832800,832800,771111.11,771111.11,61688.89,832800,8,100,100,0,??n h?ng t? CNDN,NH?N,3700341674-002,C? Ho? ??n,2025/7/24,DN 04,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,1,832800,832800,832800,,
,No,General sales,中秋節/Trung Thu,0000181272,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam.,05113565589,NH?N,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157894,Tp L? H?p Trung Thu,3502032,M999,L? H?p Cung ??nh 999,6 h?p/th?ng,1,1188000,1188000,1100000,1100000,88000,1188000,8,100,100,0,??n h?ng t? CNDN,NH?N,3700341674-002,C? Ho? ??n,2025/7/24,DN 04,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,1,1188000,1188000,1188000,,
,No,General sales,中秋節/Trung Thu,0000181272,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam.,05113565589,NH?N,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157894,Tp L? H?p Trung Thu,3502173,M930,L? H?p Minh Long 930,4 h?p/ th?ng,1,1278000,1278000,1183333.33,1183333.33,94666.67,1278000,8,100,100,0,??n h?ng t? CNDN,NH?N,3700341674-002,C? Ho? ??n,2025/7/24,DN 04,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,1,1278000,1278000,1278000,,
,No,General sales,中秋節/Trung Thu,0000181273,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,738 Su van Hanh phuong Hoa Hung TPHCM,02838634833-35,y?n,CH Landmark81,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157896,Tp L? H?p Trung Thu,3502174,M820,L? H?p Lava Tr?ng mu?i 820,8 h?p/ th?ng,3,324000,324000,300000,900000,72000,972000,8,100,100,0,??n h?ng t? CNDP,TI?N,3700341674-001,C? Ho? ??n,2025/7/24,LM-020,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,0,0,3,972000,972000,972000,,
,No,General sales,中秋節/Trung Thu,0000181274,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam.,05113565589,c.D??NG,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157897,Tp V?-C?i Trung Thu,3009165,,B?nh TT D?o H?t Sen d?a 150g,40 c?i/th?ng,2,57000,57000,52777.78,105555.56,8444.44,114000,8,100,100,0,??n h?ng t? CNDN,c.D??NG,3700341674-002,C? Ho? ??n,2025/7/24,DN 06,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,2,114000,114000,114000,,
,No,General sales,中秋節/Trung Thu,0000181274,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam.,05113565589,c.D??NG,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157897,Tp V?-C?i Trung Thu,3009224,,B?nh TT D?o H?nh nh?n h?t d? 150g,150g/c?i,2,57000,57000,52777.78,105555.56,8444.44,114000,8,100,100,0,??n h?ng t? CNDN,c.D??NG,3700341674-002,C? Ho? ??n,2025/7/24,DN 06,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,2,114000,114000,114000,,
,No,General sales,中秋節/Trung Thu,0000181274,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam.,05113565589,c.D??NG,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157897,Tp V?-C?i Trung Thu,3011008,,B?nh Kim Sa,32 v? / th?ng,5,73800,73800,68333.334,341666.67,27333.33,369000,8,100,100,0,??n h?ng t? CNDN,c.D??NG,3700341674-002,C? Ho? ??n,2025/7/24,DN 06,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,5,369000,369000,369000,,
,No,General sales,中秋節/Trung Thu,0000181274,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam.,05113565589,c.D??NG,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157897,Tp V?-C?i Trung Thu,3011009,,B?nh Trung Thu Th? Con Nh? ?,32 v? / th?ng,5,73800,73800,68333.334,341666.67,27333.33,369000,8,100,100,0,??n h?ng t? CNDN,c.D??NG,3700341674-002,C? Ho? ??n,2025/7/24,DN 06,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,5,369000,369000,369000,,
,No,General sales,中秋節/Trung Thu,0000181274,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam.,05113565589,c.D??NG,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157897,Tp V?-C?i Trung Thu,3011010,,B?nh Qu? Phi Ph? Dung,32 v? / th?ng,5,73800,73800,68333.334,341666.67,27333.33,369000,8,100,100,0,??n h?ng t? CNDN,c.D??NG,3700341674-002,C? Ho? ??n,2025/7/24,DN 06,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,5,369000,369000,369000,,
,No,General sales,中秋節/Trung Thu,0000181274,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam.,05113565589,c.D??NG,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157897,Tp V?-C?i Trung Thu,3011011,,Tr?ng Tr?n Xo?y,32 v? / th?ng,5,73800,73800,68333.334,341666.67,27333.33,369000,8,100,100,0,??n h?ng t? CNDN,c.D??NG,3700341674-002,C? Ho? ??n,2025/7/24,DN 06,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,5,369000,369000,369000,,
,No,General sales,中秋節/Trung Thu,0000181277,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,CH 575 Nguy?n tr?i,02838634833-35,A.NH?N,CH Nguy?n Tr?i,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157895,Tp L? H?p Trung Thu,3502173,M930,L? H?p Minh Long 930,4 h?p/ th?ng,4,1278000,1278000,1183333.33,4733333.33,378666.67,5112000,8,100,100,0,??n h?ng t? CNDP,A.NH?N,3700341674-001,C? Ho? ??n,2025/7/24,NT007,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,0,0,4,5112000,5112000,5112000,,
,No,General sales,中秋節/Trung Thu,0000181277,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,CH 575 Nguy?n tr?i,02838634833-35,A.NH?N,CH Nguy?n Tr?i,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157895,Tp L? H?p Trung Thu,3502174,M820,L? H?p Lava Tr?ng mu?i 820,8 h?p/ th?ng,10,324000,324000,300000,3000000,240000,3240000,8,100,100,0,??n h?ng t? CNDP,A.NH?N,3700341674-001,C? Ho? ??n,2025/7/24,NT007,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,0,0,10,3240000,3240000,3240000,,
,No,General sales,中秋節/Trung Thu,0000181277,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,CH 575 Nguy?n tr?i,02838634833-35,A.NH?N,CH Nguy?n Tr?i,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157895,Tp L? H?p Trung Thu,0506010,M990,L? H?p Cung ??nh 990,4 h?p/th?ng,4,1340400,1340400,1241111.11,4964444.44,397155.56,5361600,8,100,100,0,??n h?ng t? CNDP,A.NH?N,3700341674-001,C? Ho? ??n,2025/7/24,NT007,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,0,0,4,5361600,5361600,5361600,,
,No,General sales,中秋節/Trung Thu,0000181278,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam.,05113565589,D??NG,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157900,Tp L? H?p Trung Thu,3502174,M820,L? H?p Lava Tr?ng mu?i 820,8 h?p/ th?ng,1,540000,324000,300000,300000,24000,324000,8,60,100,216000,??n h?ng t? CNDN,d??ng,3700341674-002,C? Ho? ??n,2025/7/24,DN 04-1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,1,324000,324000,324000,,
